index,beer_name,ounces,abv,ibu,brewery_id,brewery_name,city,state,style
905,Golden Road Hefeweizen (2012),16,0.046,15,240,Golden Road Brewing,Los Angeles,CA,Hefeweizen
906,Vanilla Porter,16,0.07,11,39,Gonzo's BiggDogg Brewing,Kalamazoo,MI,American Porter
907,Descender IPA,12,0.07,70,464,Good Life Brewing Company,Bend,OR,American IPA
908,Sweet As Pacific Ale,12,0.06,18,464,Good Life Brewing Company,Bend,OR,American Pale Wheat Ale
909,Good People Pale Ale,12,0.056,36,478,Good People Brewing Company,Birmingham,AL,American Pale Ale (APA)
910,Snake Handler Double IPA,12,0.093,103,478,Good People Brewing Company,Birmingham,AL,American Double / Imperial IPA
911,Coffee Oatmeal Stout,12,0.06,54,478,Good People Brewing Company,Birmingham,AL,Oatmeal Stout
912,Good People IPA,12,0.06,64,478,Good People Brewing Company,Birmingham,AL,American IPA
913,Good People American Brown Ale,12,0.058,36,478,Good People Brewing Company,Birmingham,AL,American Brown Ale
914,Mountain Rescue Pale Ale,12,0.055,40,194,Goodlife Brewing Co.,Bend,OR,American Pale Ale (APA)
915,Goose Island India Pale Ale,12,0.059,55,196,Goose Island Brewery Company,Chicago,IL,American IPA
916,312 Urban Pale Ale,16,0.054,30,88,Goose Island Brewing Company,Chicago,IL,American Pale Ale (APA)
917,312 Urban Pale Ale,12,0.054,30,88,Goose Island Brewing Company,Chicago,IL,American Pale Ale (APA)
918,312 Urban Wheat Ale,16,0.042,18,88,Goose Island Brewing Company,Chicago,IL,American Pale Wheat Ale
919,312 Urban Wheat Ale,12,0.042,18,88,Goose Island Brewing Company,Chicago,IL,American Pale Wheat Ale
920,312 Urban Wheat Ale (2012),12,0.042,20,88,Goose Island Brewing Company,Chicago,IL,American Pale Wheat Ale
921,Beaver Logger,12,0.052,19,420,Gore Range Brewery,Edwards,CO,American Pale Lager
922,White Water Wheat,12,0.05,,536,Grand Canyon Brewing Company,Williams,AZ,American Pale Wheat Ale
923,Grand Canyon American Pilsner,12,0.052,,536,Grand Canyon Brewing Company,Williams,AZ,American Pilsner
924,Grand Canyon Sunset Amber Ale,12,0.054,,536,Grand Canyon Brewing Company,Williams,AZ,American Amber / Red Ale
925,Black Iron India Pale Ale,12,,,536,Grand Canyon Brewing Company,Williams,AZ,American IPA
926,Monarch Classic American Wheat,12,0.043,21,213,Grapevine Craft Brewery,Farmers Branch,TX,American Pale Wheat Ale
927,Sir William's English Brown Ale,12,0.049,21,213,Grapevine Craft Brewery,Farmers Branch,TX,English Brown Ale
928,Lakefire Rye Pale Ale,12,0.055,35,213,Grapevine Craft Brewery,Farmers Branch,TX,American Pale Ale (APA)
929,Beer Agent Re-Ignition,16,0.053,22,165,Great Crescent Brewery,Aurora,IN,American Blonde Ale
930,Cherry Ale,16,0.057,18,165,Great Crescent Brewery,Aurora,IN,Fruit / Vegetable Beer
931,Bourbon Barrel Aged Coconut Porter,16,0.056,33,165,Great Crescent Brewery,Aurora,IN,American Porter
932,Great Crescent IPA,16,0.062,60,165,Great Crescent Brewery,Aurora,IN,American IPA
933,Aurora Lager,16,0.057,27,165,Great Crescent Brewery,Aurora,IN,Dortmunder / Export Lager
934,Great Crescent Blonde Ale,16,0.053,22,165,Great Crescent Brewery,Aurora,IN,American Blonde Ale
935,Great Crescent Coconut Porter,16,0.056,33,165,Great Crescent Brewery,Aurora,IN,American Porter
936,Great Crescent Oktoberfest Lager,16,0.057,25,165,Great Crescent Brewery,Aurora,IN,Märzen / Oktoberfest
937,Great Crescent Brown Ale,16,0.045,36,165,Great Crescent Brewery,Aurora,IN,American Brown Ale
938,Cherry Ale (1),16,0.057,18,165,Great Crescent Brewery,Aurora,IN,Fruit / Vegetable Beer
939,Aurora Lager (2011),16,0.057,27,165,Great Crescent Brewery,Aurora,IN,Dortmunder / Export Lager
940,Frosted Fields Winter Wheat,16,0.06,25,165,Great Crescent Brewery,Aurora,IN,American Dark Wheat Ale
941,Great Crescent Belgian Style Wit,16,0.051,13,165,Great Crescent Brewery,Aurora,IN,Witbier
942,Bourbon's Barrel Stout,16,0.075,65,165,Great Crescent Brewery,Aurora,IN,American Stout
943,Great Crescent Stout,16,0.08,66,165,Great Crescent Brewery,Aurora,IN,English Stout
944,Great Crescent Coconut Porter (2012),16,0.056,33,165,Great Crescent Brewery,Aurora,IN,American Porter
945,Great Crescent Dark Lager,16,0.057,23,165,Great Crescent Brewery,Aurora,IN,Euro Dark Lager
946,Great Crescent Mild Ale,16,0.042,26,165,Great Crescent Brewery,Aurora,IN,English Dark Mild Ale
947,Great Crescent IPA (2011),16,0.062,60,165,Great Crescent Brewery,Aurora,IN,American IPA
948,Great Crescent Blonde Ale (2011),16,0.053,22,165,Great Crescent Brewery,Aurora,IN,American Blonde Ale
949,Denver Pale Ale (Artist Series No. 1),12,0.05,,6,Great Divide Brewing Company,Denver,CO,American Pale Ale (APA)
950,Hibernation Ale,12,0.087,,6,Great Divide Brewing Company,Denver,CO,Old Ale
951,Whitewater,12,0.061,,6,Great Divide Brewing Company,Denver,CO,American Pale Wheat Ale
952,Rumble,12,0.071,,6,Great Divide Brewing Company,Denver,CO,American IPA
953,Orabelle,12,0.083,,6,Great Divide Brewing Company,Denver,CO,Tripel
954,Lasso,12,0.05,,6,Great Divide Brewing Company,Denver,CO,American IPA
955,Yeti  Imperial Stout,12,0.095,75,6,Great Divide Brewing Company,Denver,CO,Russian Imperial Stout
956,Colette,12,0.073,,6,Great Divide Brewing Company,Denver,CO,Saison / Farmhouse Ale
957,Titan IPA,12,0.071,,6,Great Divide Brewing Company,Denver,CO,American IPA
958,Black Star Double Hopped Golden Lager (24 oz.),24,0.045,15,543,Great Northern Brewing Company,Whitefish,MT,American Pale Lager
959,Black Star Double Hopped Golden Lager (12 oz.),12,0.045,15,543,Great Northern Brewing Company,Whitefish,MT,American Pale Lager
960,Commotion APA,12,0.052,49,269,Great Raft Brewing Company,Shreveport,LA,American Pale Ale (APA)
961,Southern Drawl Pale Lager,12,0.052,,269,Great Raft Brewing Company,Shreveport,LA,American Pale Lager
962,Chickawawa Lemonale,12,0.05,5,365,Great River Brewery,Davenport,IA,Fruit / Vegetable Beer
963,Barrel Aged Farmer,16,0.07,22,365,Great River Brewery,Davenport,IA,American Brown Ale
964,Great River Golden Ale,12,0.048,,365,Great River Brewery,Davenport,IA,American Blonde Ale
965,Dirty Blonde Chocolate Ale,12,0.048,,365,Great River Brewery,Davenport,IA,American Blonde Ale
966,Dos Pistolas,12,0.048,20,365,Great River Brewery,Davenport,IA,Vienna Lager
967,Owney Irish Style Red Ale,16,0.05,30,365,Great River Brewery,Davenport,IA,Irish Red Ale
968,Aaah Bock Lager,16,0.06,,365,Great River Brewery,Davenport,IA,Vienna Lager
969,Widespread Wit,16,0.055,10,365,Great River Brewery,Davenport,IA,Witbier
970,Roller Dam Red Ale,16,0.054,30,365,Great River Brewery,Davenport,IA,Irish Red Ale
971,483 Pale Ale,16,0.053,48,365,Great River Brewery,Davenport,IA,American Pale Ale (APA)
972,Hop A Potamus Double Dark Rye Pale Ale,16,0.09,99,365,Great River Brewery,Davenport,IA,Rye Beer
973,Farmer Brown Ale,16,0.07,22,365,Great River Brewery,Davenport,IA,American Brown Ale
974,Big Cock IPA,16,0.07,70,365,Great River Brewery,Davenport,IA,American IPA
975,Oktoberfest,16,0.059,25,365,Great River Brewery,Davenport,IA,Märzen / Oktoberfest
976,40th Annual Bix Street Fest Copper Ale (Current),16,0.048,25,365,Great River Brewery,Davenport,IA,American Amber / Red Ale
977,Redband Stout,16,0.06,36,365,Great River Brewery,Davenport,IA,American Stout
978,483 Pale Ale (2010),16,0.053,48,365,Great River Brewery,Davenport,IA,American Pale Ale (APA)
979,Roller Dam Red Ale (2010),16,0.054,30,365,Great River Brewery,Davenport,IA,Irish Red Ale
980,Pablo Beach Pale Ale,12,0.05,30,466,Green Room Brewing,Jacksonville,FL,American Pale Ale (APA)
981,Wild Trail Pale Ale,12,0.057,44,156,Greenbrier Valley Brewing Company,Lewisburg,WV,American Pale Ale (APA)
982,Mothman Black IPA,12,0.067,71,156,Greenbrier Valley Brewing Company,Lewisburg,WV,American Black Ale
983,Autumn Winds Fest Beer,16,0.058,,86,Grey Sail Brewing Company,Westerly,RI,Märzen / Oktoberfest
984,Captain's Daughter,12,0.085,69,86,Grey Sail Brewing Company,Westerly,RI,American Double / Imperial IPA
985,Autumn Winds,16,0.058,,379,Grey Sail Brewing of Rhode Island,Westerly,RI,Märzen / Oktoberfest
986,Flying Jenny Extra Pale Ale,12,0.06,54,379,Grey Sail Brewing of Rhode Island,Westerly,RI,American Pale Ale (APA)
987,Hazy Day Belgian-Style Wit,16,0.04,20,379,Grey Sail Brewing of Rhode Island,Westerly,RI,Witbier
988,Bring Back the Beach Blonde Ale,16,0.055,,379,Grey Sail Brewing of Rhode Island,Westerly,RI,American Blonde Ale
989,Leaning Chimney Smoked Porter,16,0.06,34,379,Grey Sail Brewing of Rhode Island,Westerly,RI,American Porter
990,Flying Jenny Extra Pale Ale (2012),12,0.06,54,379,Grey Sail Brewing of Rhode Island,Westerly,RI,American Pale Ale (APA)
991,Flagship Ale,12,0.049,22,379,Grey Sail Brewing of Rhode Island,Westerly,RI,Cream Ale
992,Mr. Blue Sky,16,0.045,6,124,Griffin Claw Brewing Company,Birmingham,MI,American Pale Wheat Ale
993,3 Scrooges,16,0.065,,124,Griffin Claw Brewing Company,Birmingham,MI,Winter Warmer
994,Screamin’ Pumpkin,16,0.05,25,124,Griffin Claw Brewing Company,Birmingham,MI,Pumpkin Ale
995,Grand Trunk Bohemian Pils,16,0.05,35,124,Griffin Claw Brewing Company,Birmingham,MI,Czech Pilsener
996,El Rojo,16,0.065,25,124,Griffin Claw Brewing Company,Birmingham,MI,American Amber / Red Ale
997,Norm's Raggedy Ass IPA,16,0.075,,124,Griffin Claw Brewing Company,Birmingham,MI,American IPA
998,Grind Line,16,0.05,35,124,Griffin Claw Brewing Company,Birmingham,MI,American Pale Ale (APA)
999,Norm's Gateway IPA,12,0.04,55,124,Griffin Claw Brewing Company,Birmingham,MI,American IPA
1000,Lemon Shandy Tripel,16,0.09,,124,Griffin Claw Brewing Company,Birmingham,MI,Tripel
1001,Little Red Cap,12,0.063,43,144,Grimm Brothers Brewhouse,Loveland,CO,Altbier
1002,Supergoose IPA,12,0.069,67,290,Hale's Ales,Seattle,WA,American IPA
1003,Hale's Pale American Ale,12,0.047,,290,Hale's Ales,Seattle,WA,American Pale Ale (APA)
1004,Heyoka IPA,16,0.07,,327,Half Acre Beer Company,Chicago,IL,American IPA
1005,Guest Lager,16,0.08,,327,Half Acre Beer Company,Chicago,IL,American Double / Imperial Pilsner
1006,Pony Pilsner,16,0.057,,327,Half Acre Beer Company,Chicago,IL,German Pilsener
1007,Akari Shogun American Wheat Ale,16,0.055,,327,Half Acre Beer Company,Chicago,IL,American Pale Wheat Ale
1008,Meat Wave,16,0.06,,327,Half Acre Beer Company,Chicago,IL,English India Pale Ale (IPA)
1009,Over Ale,16,0.06,,327,Half Acre Beer Company,Chicago,IL,American Brown Ale
1010,Gossamer Golden Ale,16,0.042,,327,Half Acre Beer Company,Chicago,IL,American Blonde Ale
1011,Daisy Cutter Pale Ale,16,0.052,,327,Half Acre Beer Company,Chicago,IL,American Pale Ale (APA)
1012,Pursuit,12,0.07,40,248,Half Full Brewery,Stamford,CT,American IPA
1013,Half Full Bright Ale,12,0.052,18,248,Half Full Brewery,Stamford,CT,American Blonde Ale
1014,Orange Wheat,12,0.046,17,476,Hangar 24 Craft Brewery,Redlands,CA,Fruit / Vegetable Beer
1015,Hangar 24 Helles Lager,12,0.043,14,476,Hangar 24 Craft Brewery,Redlands,CA,Munich Helles Lager
1016,The Great Return,16,0.075,70,343,Hardywood Park Craft Brewery,Richmond,VA,American IPA
1017,Hardywood Cream Ale,12,0.044,18,343,Hardywood Park Craft Brewery,Richmond,VA,Cream Ale
1018,Capital Trail Pale Ale,12,0.056,55,343,Hardywood Park Craft Brewery,Richmond,VA,American Pale Ale (APA)
1019,UFO Gingerland,12,0.052,15,234,Harpoon Brewery,Boston,MA,Herbed / Spiced Beer
1020,The Long Thaw White IPA,12,0.062,45,234,Harpoon Brewery,Boston,MA,American White IPA
1021,Honey Cider,12,0.048,,234,Harpoon Brewery,Boston,MA,Cider
1022,Harpoon Summer Beer,12,0.05,28,234,Harpoon Brewery,Boston,MA,Kölsch
1023,Harpoon IPA,12,0.059,42,234,Harpoon Brewery,Boston,MA,American IPA
1024,UFO Pumpkin,12,0.059,20,234,Harpoon Brewery,Boston,MA,Pumpkin Ale
1025,Harpoon Octoberfest,12,0.055,30,234,Harpoon Brewery,Boston,MA,Märzen / Oktoberfest
1026,Harpoon IPA (2012),12,0.059,42,234,Harpoon Brewery,Boston,MA,American IPA
1027,Harpoon Summer Beer (2012),12,0.05,28,234,Harpoon Brewery,Boston,MA,Kölsch
1028,UFO White,12,0.048,10,234,Harpoon Brewery,Boston,MA,American Pale Wheat Ale
1029,Harpoon Summer Beer (2010),12,0.05,28,234,Harpoon Brewery,Boston,MA,Kölsch
1030,Harpoon IPA (2010),12,0.059,42,234,Harpoon Brewery,Boston,MA,American IPA
1031,Great Falls Select Pale Ale,12,,,535,Harvest Moon Brewing Company,Belt,MT,American Blonde Ale
1032,Beltian White,12,0.048,,535,Harvest Moon Brewing Company,Belt,MT,Witbier
1033,Kaua'i Golden Ale,12,0.049,,204,Hawai'i Nui Brewing Co.,Hilo,HI,American Blonde Ale
1034,Sunset Amber,12,0.054,,204,Hawai'i Nui Brewing Co.,Hilo,HI,American Pale Ale (APA)
1035,Hapa Brown Ale,19.2,0.064,,204,Hawai'i Nui Brewing Co.,Hilo,HI,American Brown Ale
1036,Hapa Brown Ale,12,0.064,,204,Hawai'i Nui Brewing Co.,Hilo,HI,American Brown Ale
1037,Southern Cross,19.2,0.083,,204,Hawai'i Nui Brewing Co.,Hilo,HI,Flanders Red Ale
1038,Groupe G,16,0.076,65,280,Headlands Brewing Company,Mill Valley,CA,Belgian IPA
1039,Pt. Bonita Rustic Lager,16,0.062,40,280,Headlands Brewing Company,Mill Valley,CA,American Pale Lager
1040,Hill 88 Double IPA,16,0.088,77,280,Headlands Brewing Company,Mill Valley,CA,American Double / Imperial IPA
1041,Loose Cannon,12,0.072,45,479,Heavy Seas Beer,Halethorpe,MD,American IPA
1042,AARGHtoberfest!,12,0.06,30,479,Heavy Seas Beer,Halethorpe,MD,Märzen / Oktoberfest
1043,Davy Jones Lager,12,0.06,,479,Heavy Seas Beer,Halethorpe,MD,Cream Ale
1044,Grazias,16,0.063,30,423,Hess Brewing Company,San Diego,CA,Cream Ale
1045,Habitus IPA,16,0.08,86,423,Hess Brewing Company,San Diego,CA,American IPA
1046,Ex Umbris Rye Imperial Stout,16,0.099,85,423,Hess Brewing Company,San Diego,CA,American Double / Imperial Stout
1047,The Golden One,12,0.063,21,168,High Hops Brewery,Windsor,CO,American Pilsner
1048,The Power of Zeus,12,0.07,68,168,High Hops Brewery,Windsor,CO,American Pale Ale (APA)
1049,Tonganoxie Honey Wheat,12,0.044,22,500,High Noon Saloon And Brewery,Leavenworth,KS,American Pale Wheat Ale
1050,Oregon Trail Unfiltered Raspberry Wheat,12,0.045,,500,High Noon Saloon And Brewery,Leavenworth,KS,Fruit / Vegetable Beer
1051,Annie's Amber Ale,12,0.055,,500,High Noon Saloon And Brewery,Leavenworth,KS,American Amber / Red Ale
1052,The 12th Can™,16,0.045,32,362,Hilliard's Beer,Seattle,WA,American Pale Ale (APA)
1053,Hilliard's Pils,16,0.055,34,362,Hilliard's Beer,Seattle,WA,Czech Pilsener
1054,Hilliard's Blonde,16,0.049,20,362,Hilliard's Beer,Seattle,WA,American Blonde Ale
1055,Hilliard's Amber Ale,16,0.055,60,362,Hilliard's Beer,Seattle,WA,American Amber / Red Ale
1056,Hilliard's Saison,16,0.066,30,362,Hilliard's Beer,Seattle,WA,Saison / Farmhouse Ale
1057,White Cap White IPA,16,0.042,,349,Hinterland Brewery,Green Bay,WI,American White IPA
1058,Provision,12,0.042,25,297,Hop Farm Brewing Company,Pittsburgh,PA,Saison / Farmhouse Ale
1059,One Nut Brown,12,0.047,28,297,Hop Farm Brewing Company,Pittsburgh,PA,American Brown Ale
1060,Hop Farm IPA,12,0.058,45,297,Hop Farm Brewing Company,Pittsburgh,PA,American IPA
1061,Double D Blonde,12,0.049,20,198,Hop Valley Brewing Company,Springfield,OR,American Blonde Ale
1062,Festeroo Winter Ale,12,0.078,60,198,Hop Valley Brewing Company,Springfield,OR,American Strong Ale
1063,Proxima IPA,12,0.063,70,198,Hop Valley Brewing Company,Springfield,OR,American IPA
1064,Double D Blonde (2013),12,0.049,20,198,Hop Valley Brewing Company,Springfield,OR,American Blonde Ale
1065,541 American Lager,12,0.048,13,198,Hop Valley Brewing Company,Springfield,OR,American Pale Lager
1066,Alphadelic IPA,12,0.065,90,198,Hop Valley Brewing Company,Springfield,OR,American IPA
1067,Alphadelic IPA (2011),12,0.065,90,198,Hop Valley Brewing Company,Springfield,OR,American IPA
1068,Double D Blonde (2011),12,0.049,20,198,Hop Valley Brewing Company,Springfield,OR,American Blonde Ale
1069,Green House India Pale Ale,12,0.07,,395,Hops & Grain Brewery,Austin,TX,American IPA
1070,The One They Call Zoe,12,0.051,,395,Hops & Grain Brewery,Austin,TX,American Pale Lager
1071,Alteration,12,0.051,40,395,Hops & Grain Brewery,Austin,TX,Altbier
1072,Pale Dog,12,0.06,50,395,Hops & Grain Brewery,Austin,TX,American Pale Ale (APA)
1073,Porter Culture,12,0.065,,136,Hops & Grains Brewing Company,Austin,TX,American Porter
1074,Hard Cider,16,0.068,,80,Hopworks Urban Brewery,Portland,OR,Cider
1075,Totally Radler,16,0.027,21,80,Hopworks Urban Brewery,Portland,OR,Radler
1076,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1077,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1078,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1079,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1080,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1081,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1082,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1083,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1084,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1085,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1086,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1087,Nonstop Hef Hop,16,0.039,20,80,Hopworks Urban Brewery,Portland,OR,American Pale Wheat Ale
1088,Rise Up Red,16,0.058,60,80,Hopworks Urban Brewery,Portland,OR,American Amber / Red Ale
1089,Survival Stout,16,0.058,35,80,Hopworks Urban Brewery,Portland,OR,American Stout
1090,Hopworks IPA,16,0.066,75,80,Hopworks Urban Brewery,Portland,OR,American IPA
1091,Abominable Winter Ale,16,0.073,70,80,Hopworks Urban Brewery,Portland,OR,American Strong Ale
1092,Pigwar White India Pale Ale,16,0.06,60,80,Hopworks Urban Brewery,Portland,OR,American White IPA
1093,Rise-Up Red (2014),16,0.058,60,80,Hopworks Urban Brewery,Portland,OR,American Amber / Red Ale
1094,Abominable Winter Ale (2012),16,0.073,70,80,Hopworks Urban Brewery,Portland,OR,American Strong Ale
1095,HUB Lager,16,0.051,32,80,Hopworks Urban Brewery,Portland,OR,Czech Pilsener
1096,Hopworks IPA (2012),16,0.066,75,80,Hopworks Urban Brewery,Portland,OR,American IPA
1097,Watermelon Wheat,12,0.056,,120,Horny Goat Brew Pub,Milwaukee,WI,American Pale Wheat Ale
1098,Laka Laka Pineapple,12,0.051,17,120,Horny Goat Brew Pub,Milwaukee,WI,Hefeweizen
1099,Oktoberfest,16,0.06,,120,Horny Goat Brew Pub,Milwaukee,WI,Märzen / Oktoberfest
1100,Trail Maker Pale Ale,12,0.065,,445,Howard Brewing Company,Lenoir,NC,American Pale Ale (APA)
1101,Action Man Lager,12,0.055,,445,Howard Brewing Company,Lenoir,NC,Vienna Lager
1102,Let It Ride IPA,12,0.068,90,277,Indeed Brewing Company,Minneapolis,MN,American IPA
1103,Stir Crazy Winter Ale,12,0.065,22,277,Indeed Brewing Company,Minneapolis,MN,Winter Warmer
1104,Sweet Yamma Jamma Ale,12,0.05,10,277,Indeed Brewing Company,Minneapolis,MN,Fruit / Vegetable Beer
1105,Shenanigans Summer Ale,12,0.046,27,277,Indeed Brewing Company,Minneapolis,MN,American Pale Wheat Ale
1106,Midnight Ryder,12,0.065,80,277,Indeed Brewing Company,Minneapolis,MN,American Black Ale
1107,Day Tripper Pale Ale,12,0.054,45,277,Indeed Brewing Company,Minneapolis,MN,American Pale Ale (APA)
1108,Oklahoma Suks,12,0.048,32,140,Independence Brewing Company,Austin,TX,American Amber / Red Ale
1109,Power & Light,12,0.055,42,140,Independence Brewing Company,Austin,TX,American Pale Ale (APA)
1110,White Rabbit,12,0.059,27,140,Independence Brewing Company,Austin,TX,Witbier
1111,Tribute,12,0.058,58,23,Indiana City Brewing,Indianapolis,IN,American Pale Ale (APA)
1112,Infamous IPA,12,0.07,75,242,Infamous Brewing Company,Austin,TX,American IPA
1113,Hijack,12,0.055,20,242,Infamous Brewing Company,Austin,TX,Cream Ale
1114,Jon Boat Coastal Ale,12,0.045,20,527,Intuition Ale Works,Jacksonville,FL,American Blonde Ale
1115,I-10 IPA,12,0.068,55,527,Intuition Ale Works,Jacksonville,FL,American IPA
1116,People's Pale Ale,12,0.053,28,527,Intuition Ale Works,Jacksonville,FL,American Pale Ale (APA)
1117,Summer Ale,12,0.049,,123,Ipswich Ale Brewery,Ipswich,MA,American Blonde Ale
1118,Appreciation Ale,16,,,316,Iron Hill Brewery & Restaurant,Wilmington,DE,American IPA
1119,House Lager,16,0.052,18,2,Jack's Abby Craft Lagers,Framingham,MA,Keller Bier / Zwickel Bier
